#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XX keV: Energy fluence in XX - XX keV, with unit of erg/cm^2.
## XX_XXkeV_low: The lower limit of energy fluence in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of energy fluence in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## *Special note: the original XSPEC fit report log10(flux). Thus the value 1.0 indicate the original fit of log10(flux) = 0.0.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB120728A   |    529021    | 4.264187e-07 | 3.764751e-07 | 4.781414e-07 | 6.657579e-07 | 6.167885e-07 | 7.146218e-07 | 7.821432e-07 | 7.050603e-07 | 8.588678e-07 | 5.194292e-07 | 4.418107e-07 | 6.017503e-07 | 1.776586e-06 | 1.434222e-06 | 2.168334e-06 | 2.393736e-06 | 2.210580e-06 | 2.577902e-06 | 3.650870e-06 | 3.237772e-06 | 4.099267e-06 | 24.18 | -0.040000 | 24.136000 |  
GRB120724A   |    528443    | 2.513501e-07 | 2.103628e-07 | 2.931224e-07 | 2.635475e-07 | 2.264483e-07 | 3.002265e-07 | 1.955145e-07 | 1.459113e-07 | 2.486446e-07 | 9.004488e-08 | 5.828262e-08 | 1.294581e-07 | 2.343414e-07 | 1.380477e-07 | 3.690363e-07 | 8.004404e-07 | 6.787644e-07 | 9.257400e-07 | 9.446459e-07 | 7.682438e-07 | 1.147200e-06 | 98.63 | -20.052000 | 78.580000 |  
GRB120722A   |    528195    | 2.972570e-07 | 2.427013e-07 | 3.542763e-07 | 4.011364e-07 | 3.528841e-07 | 4.493680e-07 | 3.986594e-07 | 3.142621e-07 | 4.832614e-07 | 2.320396e-07 | 1.603844e-07 | 3.147401e-07 | 7.142202e-07 | 4.460689e-07 | 1.068248e-06 | 1.329083e-06 | 1.141832e-06 | 1.519330e-06 | 1.811307e-06 | 1.449713e-06 | 2.235178e-06 | 42.94 | -7.800000 | 35.144000 |  
GRB120714B   |    526642    | 1.736599e-07 | 1.476657e-07 | 2.004747e-07 | 3.134077e-07 | 2.826178e-07 | 3.441118e-07 | 4.342597e-07 | 3.759841e-07 | 4.926739e-07 | 3.279817e-07 | 2.636753e-07 | 3.981068e-07 | 1.253053e-06 | 9.379497e-07 | 1.633314e-06 | 1.249308e-06 | 1.109199e-06 | 1.391360e-06 | 2.174351e-06 | 1.801398e-06 | 2.600098e-06 | 175.4 | -24.160000 | 151.248000 |  
GRB120714A   |    526593    | 1.436982e-07 | 1.217675e-07 | 1.663609e-07 | 2.381065e-07 | 2.143291e-07 | 2.618191e-07 | 2.993789e-07 | 2.577574e-07 | 3.410369e-07 | 2.096627e-07 | 1.668827e-07 | 2.564256e-07 | 7.499136e-07 | 5.554963e-07 | 9.851928e-07 | 8.908430e-07 | 7.918286e-07 | 9.909490e-07 | 1.431104e-06 | 1.194514e-06 | 1.699031e-06 | 24 | -1.192000 | 22.808000 |  
GRB120712A   |    526351    | 2.129083e-07 | 1.956782e-07 | 2.306017e-07 | 4.251502e-07 | 4.042617e-07 | 4.459358e-07 | 6.605908e-07 | 6.256948e-07 | 6.953805e-07 | 5.450326e-07 | 5.005211e-07 | 5.908844e-07 | 2.257056e-06 | 2.003422e-06 | 2.531819e-06 | 1.843667e-06 | 1.757003e-06 | 1.930601e-06 | 3.555679e-06 | 3.278404e-06 | 3.850193e-06 | 21.1 | -4.572000 | 16.528000 |  
GRB120711B   |    526270    | 9.839325e-08 | 7.525501e-08 | 1.223870e-07 | 1.593365e-07 | 1.329338e-07 | 1.857100e-07 | 1.951620e-07 | 1.426610e-07 | 2.493017e-07 | 1.339107e-07 | 8.374433e-08 | 1.951575e-07 | 4.707229e-07 | 2.578430e-07 | 7.812057e-07 | 5.868071e-07 | 4.650239e-07 | 7.139622e-07 | 9.235389e-07 | 6.487770e-07 | 1.280842e-06 | 63.49 | -12.088000 | 51.400000 |  
GRB120703A   |    525671    | 5.631504e-07 | 5.225458e-07 | 6.048454e-07 | 9.779672e-07 | 9.367079e-07 | 1.019095e-06 | 1.297163e-06 | 1.229771e-06 | 1.364377e-06 | 9.470093e-07 | 8.688291e-07 | 1.027956e-06 | 3.511352e-06 | 3.119424e-06 | 3.936356e-06 | 3.785248e-06 | 3.625888e-06 | 3.945340e-06 | 6.349571e-06 | 5.911183e-06 | 6.814036e-06 | 77.1 | -44.496000 | 32.604000 |  
GRB120701A   |    525477    | 1.026914e-07 | 9.091255e-08 | 1.149937e-07 | 2.619594e-07 | 2.439742e-07 | 2.797910e-07 | 5.358878e-07 | 5.053402e-07 | 5.663095e-07 | 5.450846e-07 | 4.964138e-07 | 5.952424e-07 | 2.773856e-06 | 2.411591e-06 | 3.175879e-06 | 1.445619e-06 | 1.364752e-06 | 1.526736e-06 | 3.674378e-06 | 3.298480e-06 | 4.085111e-06 | 15.37 | -0.016000 | 15.356000 |  
GRB120630A   |    525451    | 4.631588e-09 | 2.588868e-09 | 7.055373e-09 | 1.136501e-08 | 8.013088e-09 | 1.455693e-08 | 2.226230e-08 | 1.700004e-08 | 2.736781e-08 | 2.191442e-08 | 1.429355e-08 | 3.014949e-08 | 1.078252e-07 | 5.845612e-08 | 1.799824e-07 | 6.017277e-08 | 4.654360e-08 | 7.378701e-08 | 1.460865e-07 | 9.328243e-08 | 2.180921e-07 | 0.64 | -0.032000 | 0.608000 |  
GRB120624B   |    525068    | 2.536731e-06 | 2.450781e-06 | 2.624124e-06 | 5.901528e-06 | 5.783549e-06 | 6.019279e-06 | 1.088991e-05 | 1.073728e-05 | 1.104243e-05 | 1.024577e-05 | 1.001531e-05 | 1.047742e-05 | 4.816421e-05 | 4.650338e-05 | 4.986829e-05 | 2.957363e-05 | 2.917122e-05 | 2.997675e-05 | 6.749234e-05 | 6.581798e-05 | 6.920292e-05 | 207.9 | -15.124000 | 192.772000 |  
GRB120612A   |    524128    | 1.497095e-07 | 1.247869e-07 | 1.757435e-07 | 2.990606e-07 | 2.675773e-07 | 3.302854e-07 | 4.648677e-07 | 4.070983e-07 | 5.223833e-07 | 3.836624e-07 | 3.130107e-07 | 4.598109e-07 | 1.589349e-06 | 1.204119e-06 | 2.052718e-06 | 1.297297e-06 | 1.155046e-06 | 1.440984e-06 | 2.502876e-06 | 2.068184e-06 | 3.001921e-06 | 108.4 | 16.972000 | 125.364000 |  
GRB120521C   |    522656    | 1.910803e-07 | 1.725583e-07 | 2.101193e-07 | 3.193492e-07 | 3.001414e-07 | 3.385367e-07 | 4.054767e-07 | 3.698674e-07 | 4.411903e-07 | 2.861448e-07 | 2.478254e-07 | 3.269158e-07 | 1.030163e-06 | 8.505226e-07 | 1.234428e-06 | 1.202059e-06 | 1.119221e-06 | 1.285748e-06 | 1.946059e-06 | 1.734067e-06 | 2.178040e-06 | 32.9 | -1.032000 | 31.864000 |  
GRB120521B   |    522586    | 1.994489e-07 | 1.642789e-07 | 2.366366e-07 | 4.379271e-07 | 3.896565e-07 | 4.856817e-07 | 7.573068e-07 | 6.703349e-07 | 8.436685e-07 | 6.781439e-07 | 5.617355e-07 | 8.022724e-07 | 3.036490e-06 | 2.332823e-06 | 3.877501e-06 | 2.072821e-06 | 1.853027e-06 | 2.294361e-06 | 4.431205e-06 | 3.662705e-06 | 5.314982e-06 | 169.7 | 0.352000 | 170.048000 |  
GRB120521A   |    522578    | 5.889963e-09 | 4.494408e-09 | 7.397798e-09 | 1.463836e-08 | 1.246759e-08 | 1.677152e-08 | 2.908657e-08 | 2.480690e-08 | 3.332441e-08 | 2.894293e-08 | 2.261791e-08 | 3.581892e-08 | 1.439900e-07 | 1.014057e-07 | 1.983958e-07 | 7.855839e-08 | 6.743457e-08 | 8.983025e-08 | 1.936032e-07 | 1.478742e-07 | 2.497598e-07 | 0.576 | -0.008000 | 0.568000 |  
GRB120514A   |    522197    | 4.060854e-07 | 3.646593e-07 | 4.489597e-07 | 7.153974e-07 | 6.717341e-07 | 7.588351e-07 | 9.644892e-07 | 8.946999e-07 | 1.034016e-06 | 7.131279e-07 | 6.325099e-07 | 7.976041e-07 | 2.673668e-06 | 2.268284e-06 | 3.127069e-06 | 2.799094e-06 | 2.631646e-06 | 2.967273e-06 | 4.759567e-06 | 4.303753e-06 | 5.252637e-06 | 174.3 | -8.752000 | 165.552000 |  
GRB120422A   |    520658    | 7.067156e-08 | 5.032162e-08 | 9.151971e-08 | 9.667064e-08 | 7.455121e-08 | 1.182945e-07 | 9.758312e-08 | 5.825384e-08 | 1.399119e-07 | 5.750486e-08 | 2.676792e-08 | 1.001508e-07 | 1.787041e-07 | 6.924122e-08 | 3.700280e-07 | 3.224293e-07 | 2.322601e-07 | 4.185570e-07 | 4.436337e-07 | 2.795726e-07 | 6.745821e-07 | 62.4 | 0.864000 | 63.264000 |  
GRB120404A   |    519380    | 3.051027e-07 | 2.715914e-07 | 3.396691e-07 | 4.524452e-07 | 4.214403e-07 | 4.834329e-07 | 5.011132e-07 | 4.487309e-07 | 5.535363e-07 | 3.177430e-07 | 2.672920e-07 | 3.720626e-07 | 1.046323e-06 | 8.341343e-07 | 1.292397e-06 | 1.576399e-06 | 1.456384e-06 | 1.697486e-06 | 2.304974e-06 | 2.042707e-06 | 2.592424e-06 | 45.76 | -7.308000 | 38.452000 |  
GRB120403B   |    519256    | 3.770247e-08 | 2.810152e-08 | 4.770565e-08 | 5.823308e-08 | 4.785858e-08 | 6.860089e-08 | 6.757557e-08 | 4.916994e-08 | 8.626010e-08 | 4.444775e-08 | 2.761848e-08 | 6.465167e-08 | 1.508133e-07 | 8.214852e-08 | 2.492297e-07 | 2.079600e-07 | 1.646682e-07 | 2.523363e-07 | 3.143183e-07 | 2.234136e-07 | 4.283214e-07 | 8.288 | -2.960000 | 5.328000 |  
GRB120403A   |    519211    | 1.593980e-08 | 1.175718e-08 | 2.037526e-08 | 2.768236e-08 | 2.269776e-08 | 3.264248e-08 | 3.671835e-08 | 2.797133e-08 | 4.548446e-08 | 2.680791e-08 | 1.787652e-08 | 3.708199e-08 | 9.940381e-08 | 5.863718e-08 | 1.549826e-07 | 1.071477e-07 | 8.594746e-08 | 1.287162e-07 | 1.797393e-07 | 1.292567e-07 | 2.418818e-07 | 1.592 | -0.052000 | 1.540000 |  
GRB120401A   |    519043    | 1.555033e-07 | 1.259156e-07 | 1.862428e-07 | 2.507781e-07 | 2.187055e-07 | 2.828261e-07 | 3.057169e-07 | 2.462122e-07 | 3.655776e-07 | 2.089967e-07 | 1.504803e-07 | 2.755494e-07 | 7.323683e-07 | 4.781890e-07 | 1.062844e-06 | 9.209999e-07 | 7.820050e-07 | 1.062746e-06 | 1.444340e-06 | 1.125614e-06 | 1.824482e-06 | 145.7 | -92.972000 | 52.716000 |  
GRB120328A   |    518792    | 9.337414e-08 | 7.846331e-08 | 1.087544e-07 | 1.372545e-07 | 1.223789e-07 | 1.521236e-07 | 1.504897e-07 | 1.249444e-07 | 1.765008e-07 | 9.466441e-08 | 7.135537e-08 | 1.211788e-07 | 3.097538e-07 | 2.153807e-07 | 4.297507e-07 | 4.757806e-07 | 4.161853e-07 | 5.365209e-07 | 6.908545e-07 | 5.675273e-07 | 8.337131e-07 | 37.81 | -17.260000 | 20.548000 |  
GRB120327A   |    518731    | 4.901017e-07 | 4.593738e-07 | 5.215623e-07 | 8.911816e-07 | 8.587292e-07 | 9.234982e-07 | 1.245450e-06 | 1.194775e-06 | 1.295974e-06 | 9.468824e-07 | 8.850060e-07 | 1.010453e-06 | 3.638951e-06 | 3.311206e-06 | 3.989388e-06 | 3.573602e-06 | 3.451487e-06 | 3.696037e-06 | 6.265651e-06 | 5.907806e-06 | 6.641501e-06 | 90.36 | -15.788000 | 74.576000 |  
GRB120326A   |    518626    | 5.850491e-07 | 5.505824e-07 | 6.202008e-07 | 8.007046e-07 | 7.725246e-07 | 8.288622e-07 | 8.087649e-07 | 7.645261e-07 | 8.531636e-07 | 4.768286e-07 | 4.357249e-07 | 5.196875e-07 | 1.482390e-06 | 1.317080e-06 | 1.661546e-06 | 2.671297e-06 | 2.570823e-06 | 2.772313e-06 | 3.676820e-06 | 3.472980e-06 | 3.890830e-06 | 90.58 | -68.984000 | 21.592000 |  
GRB120324A   |    518507    | 1.090379e-06 | 1.034612e-06 | 1.147407e-06 | 2.248369e-06 | 2.181763e-06 | 2.314769e-06 | 3.622494e-06 | 3.529211e-06 | 3.715504e-06 | 3.072966e-06 | 2.943525e-06 | 3.204406e-06 | 1.306314e-05 | 1.226274e-05 | 1.390073e-05 | 1.003408e-05 | 9.798682e-06 | 1.026993e-05 | 2.002431e-05 | 1.919321e-05 | 2.088611e-05 | 293 | -150.512000 | 142.456000 |  
GRB120320A   |    518200    | 8.960561e-08 | 7.416094e-08 | 1.057707e-07 | 1.576033e-07 | 1.400281e-07 | 1.751036e-07 | 2.120924e-07 | 1.813407e-07 | 2.429099e-07 | 1.565977e-07 | 1.232807e-07 | 1.932303e-07 | 5.864016e-07 | 4.264373e-07 | 7.832045e-07 | 6.158928e-07 | 5.418451e-07 | 6.909161e-07 | 1.045744e-06 | 8.562394e-07 | 1.264227e-06 | 29.87 | -0.016000 | 29.856000 |  
GRB120312A   |    517566    | 9.551226e-08 | 7.448505e-08 | 1.179259e-07 | 1.542372e-07 | 1.326200e-07 | 1.756786e-07 | 1.883211e-07 | 1.538364e-07 | 2.224996e-07 | 1.288959e-07 | 9.411505e-08 | 1.677332e-07 | 4.521360e-07 | 2.985651e-07 | 6.501434e-07 | 5.669688e-07 | 4.850752e-07 | 6.495597e-07 | 8.902030e-07 | 7.037997e-07 | 1.109632e-06 | 17.34 | -1.424000 | 15.912000 |  
GRB120311B   |    517489    | 2.192761e-07 | 1.957273e-07 | 2.433556e-07 | 3.079508e-07 | 2.855232e-07 | 3.303934e-07 | 3.204213e-07 | 2.827557e-07 | 3.585348e-07 | 1.934111e-07 | 1.597649e-07 | 2.301343e-07 | 6.124086e-07 | 4.791055e-07 | 7.691151e-07 | 1.041049e-06 | 9.537210e-07 | 1.129513e-06 | 1.460029e-06 | 1.284669e-06 | 1.652728e-06 | 37.7 | -15.044000 | 22.652000 |  
GRB120311A   |    517469    | 8.380988e-08 | 7.511477e-08 | 9.268625e-08 | 9.539272e-08 | 8.817295e-08 | 1.025995e-07 | 7.786018e-08 | 6.685059e-08 | 8.915494e-08 | 3.872802e-08 | 3.066234e-08 | 4.778100e-08 | 1.062246e-07 | 7.944658e-08 | 1.386932e-07 | 2.957913e-07 | 2.706047e-07 | 3.213552e-07 | 3.632832e-07 | 3.223186e-07 | 4.081176e-07 | 4.604 | -1.376000 | 3.228000 |  
GRB120308A   |    517234    | 1.983941e-07 | 1.772102e-07 | 2.201247e-07 | 3.190647e-07 | 2.968648e-07 | 3.412784e-07 | 3.877472e-07 | 3.457313e-07 | 4.300795e-07 | 2.644288e-07 | 2.216658e-07 | 3.106767e-07 | 9.246954e-07 | 7.337004e-07 | 1.147436e-06 | 1.169631e-06 | 1.072405e-06 | 1.268349e-06 | 1.829906e-06 | 1.596536e-06 | 2.089002e-06 | 82.96 | -24.752000 | 58.204000 |  
GRB120305A   |    516997    | 1.456465e-08 | 1.318196e-08 | 1.598490e-08 | 3.658895e-08 | 3.445403e-08 | 3.871150e-08 | 7.358003e-08 | 6.888584e-08 | 7.825462e-08 | 7.388393e-08 | 6.676210e-08 | 8.125311e-08 | 3.710138e-07 | 3.211219e-07 | 4.259514e-07 | 1.986186e-07 | 1.863031e-07 | 2.110134e-07 | 4.957468e-07 | 4.423337e-07 | 5.536814e-07 | 0.128 | 0.000000 | 0.128000 |  
GRB120302A   |    516694    | 2.184771e-08 | 1.267436e-08 | 3.282585e-08 | 6.085636e-08 | 4.384560e-08 | 7.745082e-08 | 1.373207e-07 | 1.100236e-07 | 1.643562e-07 | 1.503544e-07 | 1.068405e-07 | 1.977953e-07 | 8.268483e-07 | 4.977554e-07 | 1.307964e-06 | 3.703787e-07 | 2.966852e-07 | 4.443713e-07 | 1.046877e-06 | 7.036002e-07 | 1.524635e-06 | 8.247 | 0.000000 | 8.246700 |  
GRB120229A   |    516571    | 4.543380e-09 | 3.429408e-09 | 5.726892e-09 | 9.325648e-09 | 7.807088e-09 | 1.082952e-08 | 1.494752e-08 | 1.204534e-08 | 1.782375e-08 | 1.263017e-08 | 9.142376e-09 | 1.648349e-08 | 5.349079e-08 | 3.464567e-08 | 7.794337e-08 | 4.144662e-08 | 3.424594e-08 | 4.874375e-08 | 8.230555e-08 | 6.066372e-08 | 1.086248e-07 | 0.276 | -0.008000 | 0.268000 |  
GRB120224A   |    515976    | 6.359602e-08 | 4.983105e-08 | 7.757646e-08 | 7.034771e-08 | 5.623672e-08 | 8.391504e-08 | 5.554181e-08 | 3.490519e-08 | 7.820418e-08 | 2.689738e-08 | 1.351357e-08 | 4.523348e-08 | 7.242025e-08 | 3.143692e-08 | 1.394441e-07 | 2.163814e-07 | 1.680931e-07 | 2.673560e-07 | 2.619027e-07 | 1.885124e-07 | 3.552548e-07 | 8 | -1.416000 | 6.584000 |  
GRB120219A   |    515375    | 9.648888e-08 | 7.708099e-08 | 1.166910e-07 | 1.725986e-07 | 1.489763e-07 | 1.961631e-07 | 2.367649e-07 | 1.924985e-07 | 2.813891e-07 | 1.774341e-07 | 1.303159e-07 | 2.306307e-07 | 6.732049e-07 | 4.488873e-07 | 9.631352e-07 | 6.832777e-07 | 5.762982e-07 | 7.925146e-07 | 1.178982e-06 | 9.071879e-07 | 1.504691e-06 | 98.19 | -11.364000 | 86.824000 |  
GRB120218A   |    515277    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB120215A   |    515015    | 4.180290e-08 | 3.448231e-08 | 4.938289e-08 | 6.865093e-08 | 6.068851e-08 | 7.660312e-08 | 8.544496e-08 | 7.077118e-08 | 1.001743e-07 | 5.936719e-08 | 4.456937e-08 | 7.594277e-08 | 2.109096e-07 | 1.450596e-07 | 2.942161e-07 | 2.552681e-07 | 2.208190e-07 | 2.902862e-07 | 4.068051e-07 | 3.255340e-07 | 5.020725e-07 | 9.976 | -1.192000 | 8.784000 |  
GRB120213A   |    514767    | 5.602993e-07 | 5.247834e-07 | 5.965682e-07 | 6.083172e-07 | 5.839829e-07 | 6.326450e-07 | 4.699591e-07 | 4.342503e-07 | 5.062676e-07 | 2.236454e-07 | 1.972378e-07 | 2.519591e-07 | 5.949906e-07 | 5.077970e-07 | 6.924845e-07 | 1.862216e-06 | 1.782174e-06 | 1.942764e-06 | 2.233522e-06 | 2.107318e-06 | 2.366302e-06 | 80.77 | -6.312000 | 74.460000 |  
GRB120212A   |    514709    | 1.110532e-07 | 9.526236e-08 | 1.272656e-07 | 1.454693e-07 | 1.308402e-07 | 1.600852e-07 | 1.397015e-07 | 1.156541e-07 | 1.640746e-07 | 7.913364e-08 | 5.936510e-08 | 1.014288e-07 | 2.385785e-07 | 1.658828e-07 | 3.292769e-07 | 4.753585e-07 | 4.199536e-07 | 5.315710e-07 | 6.347916e-07 | 5.329313e-07 | 7.496718e-07 | 6 | -0.624000 | 5.376000 |  
GRB120211A   |    514586    | 1.053088e-07 | 8.259889e-08 | 1.293375e-07 | 2.040489e-07 | 1.759520e-07 | 2.318805e-07 | 3.064533e-07 | 2.545976e-07 | 3.580093e-07 | 2.463113e-07 | 1.853507e-07 | 3.138732e-07 | 9.955984e-07 | 6.784914e-07 | 1.401891e-06 | 8.621333e-07 | 7.360449e-07 | 9.899752e-07 | 1.611404e-06 | 1.247626e-06 | 2.049577e-06 | 73.98 | -2.296000 | 71.688000 |  
GRB120121A   |    512164    | 1.092040e-07 | 9.287708e-08 | 1.264237e-07 | 2.378749e-07 | 2.158533e-07 | 2.596980e-07 | 4.076888e-07 | 3.728111e-07 | 4.424240e-07 | 3.625924e-07 | 3.155575e-07 | 4.118401e-07 | 1.612793e-06 | 1.322448e-06 | 1.945040e-06 | 1.117348e-06 | 1.028155e-06 | 1.206948e-06 | 2.367547e-06 | 2.056121e-06 | 2.713742e-06 | 30.78 | -11.004000 | 19.776000 |  
GRB120119A   |    512035    | 1.998876e-06 | 1.926885e-06 | 2.072029e-06 | 3.959368e-06 | 3.876910e-06 | 4.041624e-06 | 6.096294e-06 | 5.987643e-06 | 6.204773e-06 | 4.994545e-06 | 4.848259e-06 | 5.142399e-06 | 2.054877e-05 | 1.967233e-05 | 2.145339e-05 | 1.704927e-05 | 1.677358e-05 | 1.732471e-05 | 3.260362e-05 | 3.169537e-05 | 3.353326e-05 | 227 | -13.016000 | 213.984000 |  
GRB120118B   |    512003    | 4.137588e-07 | 3.795222e-07 | 4.487322e-07 | 5.382540e-07 | 5.088473e-07 | 5.676720e-07 | 5.127874e-07 | 4.655831e-07 | 5.604634e-07 | 2.886206e-07 | 2.484433e-07 | 3.317320e-07 | 8.660187e-07 | 7.147387e-07 | 1.037737e-06 | 1.753425e-06 | 1.645308e-06 | 1.862461e-06 | 2.330759e-06 | 2.127930e-06 | 2.547988e-06 | 29.4 | -1.944000 | 27.452000 |  
GRB120116A   |    511866    | 1.215048e-06 | 1.154552e-06 | 1.276449e-06 | 1.089817e-06 | 1.055489e-06 | 1.124148e-06 | 6.733542e-07 | 6.332183e-07 | 7.139594e-07 | 2.672228e-07 | 2.421774e-07 | 2.936390e-07 | 6.326794e-07 | 5.602652e-07 | 7.114816e-07 | 3.245365e-06 | 3.142560e-06 | 3.348295e-06 | 3.610802e-06 | 3.482360e-06 | 3.741310e-06 | 60.01 | -33.440000 | 26.568000 |  
GRB120114A   |    511739    | 7.537696e-08 | 5.169977e-08 | 1.020020e-07 | 1.644139e-07 | 1.305896e-07 | 1.974370e-07 | 2.822076e-07 | 2.348597e-07 | 3.289567e-07 | 2.512804e-07 | 1.895783e-07 | 3.168171e-07 | 1.118919e-06 | 7.499782e-07 | 1.594551e-06 | 7.732833e-07 | 6.502624e-07 | 8.963522e-07 | 1.640925e-06 | 1.242964e-06 | 2.121722e-06 | 8.101 | 0.000000 | 8.100900 |  
GRB120106A   |    511235    | 1.374280e-07 | 1.163337e-07 | 1.592448e-07 | 2.483449e-07 | 2.242360e-07 | 2.723487e-07 | 3.446397e-07 | 2.995196e-07 | 3.896595e-07 | 2.605945e-07 | 2.099400e-07 | 3.157659e-07 | 9.966101e-07 | 7.464236e-07 | 1.299347e-06 | 9.910034e-07 | 8.834365e-07 | 1.099854e-06 | 1.727012e-06 | 1.435044e-06 | 2.062031e-06 | 68.92 | -6.284000 | 62.640000 |  
GRB120102A   |    510922    | 6.407618e-07 | 6.064384e-07 | 6.758130e-07 | 1.114645e-06 | 1.080231e-06 | 1.148938e-06 | 1.481278e-06 | 1.430628e-06 | 1.531781e-06 | 1.083045e-06 | 1.022979e-06 | 1.144502e-06 | 4.020931e-06 | 3.713357e-06 | 4.346170e-06 | 4.319731e-06 | 4.197944e-06 | 4.441674e-06 | 7.257662e-06 | 6.921920e-06 | 7.606883e-06 | 53.17 | 0.768000 | 53.940000 |  
GRB111229A   |    510736    | 6.375845e-08 | 4.761323e-08 | 8.062090e-08 | 9.569684e-08 | 7.916763e-08 | 1.122167e-07 | 1.074726e-07 | 7.713965e-08 | 1.382190e-07 | 6.889340e-08 | 4.165888e-08 | 1.019712e-07 | 2.288904e-07 | 1.204641e-07 | 3.875945e-07 | 3.358208e-07 | 2.663898e-07 | 4.071623e-07 | 4.958128e-07 | 3.516153e-07 | 6.793095e-07 | 27.23 | -0.972000 | 26.260000 |  
GRB111228A   |    510649    | 2.213492e-06 | 2.100235e-06 | 2.329582e-06 | 2.630922e-06 | 2.556867e-06 | 2.704942e-06 | 2.257969e-06 | 2.157138e-06 | 2.359054e-06 | 1.169279e-06 | 1.083423e-06 | 1.258427e-06 | 3.299880e-06 | 2.987295e-06 | 3.635114e-06 | 8.271761e-06 | 8.042444e-06 | 8.501352e-06 | 1.040227e-05 | 1.001447e-05 | 1.080334e-05 | 128.2 | -12.820000 | 115.428000 |  
GRB111225A   |    510341    | 2.193869e-07 | 1.922874e-07 | 2.471615e-07 | 3.470011e-07 | 3.187064e-07 | 3.753279e-07 | 4.137526e-07 | 3.600484e-07 | 4.679730e-07 | 2.779974e-07 | 2.246885e-07 | 3.365819e-07 | 9.600874e-07 | 7.278147e-07 | 1.239399e-06 | 1.258145e-06 | 1.134334e-06 | 1.384206e-06 | 1.940219e-06 | 1.651394e-06 | 2.266788e-06 | 121.3 | -10.048000 | 111.232000 |  
GRB111215A   |    509717    | 4.087030e-07 | 3.308856e-07 | 4.897538e-07 | 7.043977e-07 | 6.166489e-07 | 7.917677e-07 | 9.262704e-07 | 7.708642e-07 | 1.081578e-06 | 6.717194e-07 | 5.081219e-07 | 8.535871e-07 | 2.476098e-06 | 1.713673e-06 | 3.438807e-06 | 2.711052e-06 | 2.339095e-06 | 3.087862e-06 | 4.515416e-06 | 3.597061e-06 | 5.592654e-06 | 409.4 | 1.616000 | 411.020000 |  
GRB111212A   |    509543    | 2.142117e-07 | 1.775224e-07 | 2.524719e-07 | 3.641271e-07 | 3.237897e-07 | 4.042808e-07 | 4.713496e-07 | 4.019232e-07 | 5.405963e-07 | 3.376705e-07 | 2.645654e-07 | 4.176890e-07 | 1.231553e-06 | 8.916884e-07 | 1.647909e-06 | 1.387341e-06 | 1.221302e-06 | 1.555081e-06 | 2.281199e-06 | 1.873670e-06 | 2.747471e-06 | 68.42 | -5.768000 | 62.648000 |  
GRB111210A   |    509419    | 1.751376e-08 | 1.417586e-08 | 2.101499e-08 | 3.645267e-08 | 3.210993e-08 | 4.074734e-08 | 5.935389e-08 | 5.084747e-08 | 6.778899e-08 | 5.075974e-08 | 3.997139e-08 | 6.251715e-08 | 2.174349e-07 | 1.567578e-07 | 2.928122e-07 | 1.640776e-07 | 1.431526e-07 | 1.852675e-07 | 3.307571e-07 | 2.628689e-07 | 4.112153e-07 | 2.688 | -2.328000 | 0.360000 |  
GRB111209A   |    509337    | 4.853814e-06 | 4.688384e-06 | 5.022074e-06 | 8.977866e-06 | 8.801225e-06 | 9.154257e-06 | 1.279184e-05 | 1.258094e-05 | 1.300239e-05 | 9.871957e-06 | 9.602031e-06 | 1.014432e-05 | 3.845148e-05 | 3.692692e-05 | 4.002056e-05 | 3.649581e-05 | 3.595531e-05 | 3.703592e-05 | 6.507484e-05 | 6.350430e-05 | 6.667962e-05 | 979.7 | -66.952000 | 914.212000 |  
GRB111208A   |    509285    | 1.358628e-07 | 9.596891e-08 | 1.793249e-07 | 2.425384e-07 | 1.952902e-07 | 2.890284e-07 | 3.319484e-07 | 2.601180e-07 | 4.026434e-07 | 2.483193e-07 | 1.715302e-07 | 3.336649e-07 | 9.406553e-07 | 5.748315e-07 | 1.427548e-06 | 9.586510e-07 | 7.804778e-07 | 1.137681e-06 | 1.650975e-06 | 1.215880e-06 | 2.174255e-06 | 10.08 | 4.000000 | 14.080000 |  
